SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
16:09:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:01:30 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:01:33 DEBUG: character_update emitted (hp={'current': 20, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
18:01:33 DEBUG: character_update emitted (hp={'current': 20, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
18:01:33 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
18:01:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
18:01:48 DEBUG: character_update emitted (hp={'current': 20, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
18:01:49 DEBUG: character_update emitted (hp={'current': 20, 'max': 28}, rp=0, pulse_cd=0, pulse_base_cd=1)
18:01:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
19:13:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:13:04 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:13:25 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:13:25 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:13:25 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:13:25 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:13:25 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:13:29 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:13:33 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
19:13:34 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:13:38 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:13:42 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:13:50 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:13:50 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:13:53 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:13:58 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:14:10 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:14:10 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:14:15 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:14:15 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:14:17 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:14:24 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
19:14:28 DEBUG: character_update emitted (hp={'current': 26, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
SESSION_START flags={'narration_enabled': False}
19:17:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:17:01 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:17:10 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:17:10 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
19:17:10 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:17:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:17:39 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:17:39 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:17:39 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:17:51 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
19:18:43 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:18:43 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:19:04 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:19:04 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
19:19:04 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:19:13 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
19:28:29 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:28:49 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:28:49 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:28:49 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:28:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:29:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:29:08 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:29:27 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:29:34 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:29:45 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:29:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:29:56 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:29:59 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:29:59 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:29:59 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:30:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:30:14 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:30:22 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:30:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:30:27 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:30:29 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:30:30 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:30:32 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:30:38 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:30:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:30:50 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:30:52 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:30:54 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:30:57 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:30:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:31:03 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:31:03 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:31:03 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:31:13 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:31:13 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:31:13 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:31:17 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:31:24 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:31:52 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:32:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:32:03 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:32:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
19:35:45 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:35:45 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:36:09 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:36:09 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:36:09 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:36:09 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:36:09 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:36:11 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:36:11 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:36:11 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:36:16 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
19:36:16 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:36:16 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:36:16 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:36:16 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:36:18 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:36:22 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
19:36:22 DEBUG: character_update emitted (hp={'current': 21, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:36:22 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:36:22 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:36:22 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:36:24 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:36:31 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:36:31 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
19:36:31 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:36:38 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:36:51 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:36:51 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:36:51 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:36:51 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:36:51 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:36:55 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:36:59 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:36:59 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:36:59 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:36:59 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:36:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:37:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:37:04 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:37:04 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:37:04 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:37:07 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:37:07 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:37:07 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:37:14 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:37:15 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:37:15 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:37:15 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:37:15 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:37:19 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:37:20 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:37:20 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:37:36 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
19:37:36 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
19:37:36 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:37:39 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:37:43 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
19:37:43 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:37:43 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:37:46 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:37:50 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:37:50 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:37:50 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:37:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:37:57 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
19:37:57 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:37:57 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:37:57 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:37:57 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:39:03 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:39:07 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:39:07 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:39:07 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:39:07 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:39:07 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:39:08 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:39:12 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:39:12 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:39:12 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
19:39:12 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
19:39:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:39:14 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:39:17 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:39:17 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
19:39:17 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
19:39:32 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
19:39:35 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
19:39:35 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
